,C,adv_dist,bestC,noise_dist,orig_dist,orig_img,orig_reconstruction_dist,orig_target_dist,orig_target_recon_dist,recon_dist,target_img,target_orig_recon_dist,target_recon_dist,target_reconstruction_dist
0,9.53674316406e-07,3.27761077881,721.54699707,15.6129789878,13.3429965973,5308,3.47960615158,13.1753082275,13.4119615555,12.2864795119,4678,13.3429956436,3.27761125565,3.27761125565
1,1.26190991523e-06,3.27761149406,721.54699707,15.6129813431,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864812462,4678,13.3429956436,3.27761125565,3.27761125565
2,1.66976997207e-06,3.27761173248,721.54699707,15.6129828376,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864818008,4678,13.3429956436,3.27761125565,3.27761125565
3,2.20945389628e-06,3.27761125565,721.54699707,15.6129766317,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864773825,4678,13.3429956436,3.27761125565,3.27761125565
4,2.92356799036e-06,3.27761173248,721.54699707,15.6129772985,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864794421,4678,13.3429956436,3.27761125565,3.27761125565
5,3.86849023926e-06,3.27761125565,721.54699707,15.612978022,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864778145,4678,13.3429956436,3.27761125565,3.27761125565
6,5.11881899001e-06,3.27761125565,721.54699707,15.6129805211,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864791155,4678,13.3429956436,3.27761125565,3.27761125565
7,6.77326488585e-06,3.27761149406,721.54699707,15.6129777291,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864794502,4678,13.3429956436,3.27761125565,3.27761125565
8,8.96244182513e-06,3.27761125565,721.54699707,15.6129775438,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.286477059,4678,13.3429956436,3.27761125565,3.27761125565
9,1.18591788123e-05,3.27761149406,721.54699707,15.6129794463,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864794752,4678,13.3429956436,3.27761125565,3.27761125565
10,1.56921669259e-05,3.27761149406,721.54699707,15.6129726893,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.286475016,4678,13.3429956436,3.27761125565,3.27761125565
11,2.07640077861e-05,3.27761149406,721.54699707,15.6129728194,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864749666,4678,13.3429956436,3.27761125565,3.27761125565
12,2.74751109828e-05,3.2776119709,721.54699707,15.6129681124,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.286475839,4678,13.3429956436,3.27761125565,3.27761125565
13,3.63553008356e-05,3.27761149406,721.54699707,15.6129623324,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864712621,4678,13.3429956436,3.27761125565,3.27761125565
14,4.81056413264e-05,3.27761149406,721.54699707,15.6129592901,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.286466472,4678,13.3429956436,3.27761125565,3.27761125565
15,6.36537952232e-05,3.27761173248,721.54699707,15.6129545866,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864633424,4678,13.3429956436,3.27761125565,3.27761125565
16,8.42272420414e-05,3.27761125565,721.54699707,15.6129468127,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864570168,4678,13.3429956436,3.27761125565,3.27761125565
17,0.000111450201075,3.27761077881,721.54699707,15.6129326453,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864508583,4678,13.3429956436,3.27761125565,3.27761125565
18,0.000147471859236,3.2776119709,721.54699707,15.6129166584,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.2864452548,4678,13.3429956436,3.27761125565,3.27761125565
19,0.000195136017282,3.27761077881,721.54699707,15.4264853234,13.3429956436,5308,3.47960615158,13.1753082275,13.4119615555,12.1604749201,4678,13.3429956436,3.27761125565,3.27761125565
20,0.000258205633145,3.27756667137,721.54699707,15.3993426539,13.342912674,5308,3.47960615158,13.1753082275,13.4119615555,12.141659245,4678,13.3429956436,3.27761125565,3.27761125565
21,0.000341659877449,3.27763390541,721.54699707,15.146682601,13.3429927826,5308,3.47960615158,13.1753082275,13.4119615555,11.9701106722,4678,13.3429956436,3.27761125565,3.27761125565
22,0.000452087260783,3.27759552002,721.54699707,15.2509212397,13.3430585861,5308,3.47960615158,13.1753082275,13.4119615555,12.0439135926,4678,13.3429956436,3.27761125565,3.27761125565
23,0.000598205719143,3.27759122849,721.54699707,12.5669034858,13.3429803848,5308,3.47960615158,13.1753082275,13.4119615555,10.2660108737,4678,13.3429956436,3.27761125565,3.27761125565
24,0.00079155084677,3.27759361267,721.54699707,12.217581535,13.3430557251,5308,3.47960615158,13.1753082275,13.4119615555,10.0482490731,4678,13.3429956436,3.27761125565,3.27761125565
25,0.00104738678783,3.27758622169,721.54699707,14.3500113,13.3430557251,5308,3.47960615158,13.1753082275,13.4119615555,11.4094841819,4678,13.3429956436,3.27761125565,3.27761125565
26,0.001385911135,3.27762746811,721.54699707,12.7937551511,13.3430128098,5308,3.47960615158,13.1753082275,13.4119615555,10.4028355768,4678,13.3429956436,3.27761125565,3.27761125565
27,0.00183384947013,3.27761793137,721.54699707,14.6336525283,13.3429985046,5308,3.47960615158,13.1753082275,13.4119615555,11.605909494,4678,13.3429956436,3.27761125565,3.27761125565
