,C,adv_dist,bestC,noise_dist,orig_dist,orig_img,orig_reconstruction_dist,orig_target_dist,orig_target_recon_dist,recon_dist,target_img,target_orig_recon_dist,target_recon_dist,target_reconstruction_dist
0,9.53674316406e-07,323.959533691,58.0243225098,103.383999932,7439.77734375,13573,263.44519043,146.883850098,7549.08642578,6685.2354123,25105,7439.78027344,323.959655762,323.959655762
1,1.26190991523e-06,323.959686279,58.0243225098,103.281249283,7439.77880859,13573,263.44519043,146.883850098,7549.08691406,6685.73611483,25105,7439.78027344,323.959686279,323.959655762
2,1.66976997207e-06,323.959716797,58.0243225098,103.486346005,7439.77880859,13573,263.44519043,146.883850098,7549.08691406,6685.89153558,25105,7439.78027344,323.959655762,323.959655762
3,2.20945389628e-06,323.959625244,58.0243225098,103.181686544,7439.77832031,13573,263.44519043,146.883850098,7549.08642578,6685.15739984,25105,7439.78027344,323.959686279,323.959655762
4,2.92356799036e-06,323.959655762,58.0243225098,103.173725187,7439.77832031,13573,263.44519043,146.883850098,7549.08642578,6684.83773653,25105,7439.78027344,323.959655762,323.959655762
5,3.86849023926e-06,323.959533691,58.0243225098,103.241990134,7439.77783203,13573,263.44519043,146.883850098,7549.08642578,6685.37283682,25105,7439.78027344,323.959686279,323.959655762
6,5.11881899001e-06,323.959655762,58.0243225098,103.19246467,7439.77734375,13573,263.44519043,146.883850098,7549.08642578,6684.6651176,25105,7439.78027344,323.959686279,323.959655762
7,6.77326488585e-06,323.959838867,58.0243225098,103.336753628,7439.77587891,13573,263.44519043,146.883850098,7549.08642578,6685.84201855,25105,7439.78027344,323.959655762,323.959655762
8,8.96244182513e-06,323.959991455,58.0243225098,103.482537243,7439.77490234,13573,263.44519043,146.883850098,7549.08642578,6686.86987505,25105,7439.78027344,323.959686279,323.959655762
9,1.18591788123e-05,323.957092285,58.0243225098,77.2514248973,7439.37597656,13573,263.44519043,146.883850098,7549.08691406,6500.25571779,25105,7439.78027344,323.959655762,323.959655762
10,1.56921669259e-05,323.969451904,58.0243225098,59.1398756168,7439.78515625,13573,263.44519043,146.883850098,7549.08691406,6653.48828455,25105,7439.78027344,323.959655762,323.959655762
11,2.07640077861e-05,323.959716797,58.0243225098,60.1738555755,7439.77636719,13573,263.44519043,146.883850098,7549.08642578,6664.37212578,25105,7439.78027344,323.959655762,323.959655762
12,2.74751109828e-05,323.962799072,58.0243225098,58.0004817762,7439.76953125,13573,263.44519043,146.883850098,7549.08642578,6698.35302949,25105,7439.78027344,323.959655762,323.959655762
13,3.63553008356e-05,323.96081543,58.0243225098,49.6623352832,7439.77978516,13573,263.44519043,146.883850098,7549.08642578,6826.00828516,25105,7439.78027344,323.959655762,323.959655762
14,4.81056413264e-05,323.960235596,58.0243225098,49.3110933139,7439.76806641,13573,263.44519043,146.883850098,7549.08691406,6840.24012353,25105,7439.78027344,323.959655762,323.959655762
15,6.36537952232e-05,323.955871582,58.0243225098,57.2369335029,7439.80810547,13573,263.44519043,146.883850098,7549.08691406,6747.55682843,25105,7439.78027344,323.959655762,323.959655762
16,8.42272420414e-05,323.959838867,58.0243225098,48.9167662437,7439.76513672,13573,263.44519043,146.883850098,7549.08691406,6843.26676257,25105,7439.77978516,323.959655762,323.959655762
17,0.000111450201075,323.959686279,58.0243225098,57.4112391182,7439.75195312,13573,263.44519043,146.883850098,7549.08691406,6785.19177261,25105,7439.78027344,323.959655762,323.959655762
