,C,adv_dist,adv_dist_std,bestC,noise_dist,orig_dist,orig_dist_std,orig_img,orig_reconstruction_dist,orig_target_dist,orig_target_recon_dist,orig_target_recon_dist_std,recon_dist,recon_dist_std,target_img,target_orig_recon_dist,target_orig_recon_dist_std,target_recon_dist,target_recon_dist_std,target_reconstruction_dist
0,9.53674316406e-07,2.94094443321,0.604224026203,101.593666077,16.0078447692,11.7469758987,0.238746389747,5592,2.27876210213,11.798625946,11.7328891754,0.167672410607,12.9569655762,0.110650474698,3990,11.8284692764,0.099849909544,2.2017519474,0.297774881124,2.21877241135
1,1.26190991523e-06,2.92388892174,0.565499424934,101.593666077,15.7925524809,11.7377653122,0.20560130477,5592,2.27876210213,11.798625946,11.7256917953,0.193183988333,12.6947725669,0.133769215154,3990,11.8268699646,0.09002558887,2.14072871208,0.331137746572,2.21877241135
2,1.66976997207e-06,2.96839118004,0.651470422745,101.593666077,15.7994517565,11.7513742447,0.246709734201,5592,2.27876210213,11.798625946,11.7314090729,0.192742824554,12.6840264744,0.142623153221,3990,11.8296451569,0.0825602188706,2.21701931953,0.355304449797,2.21877241135
3,2.20945389628e-06,3.0395553112,0.60711812973,101.593666077,16.2361625941,11.7051048279,0.237986400723,5592,2.27876210213,11.798625946,11.7371959686,0.176167547703,13.4605337284,0.102047359373,3990,11.8400354385,0.0782019942999,2.16462421417,0.305936634541,2.21877241135
4,2.92356799036e-06,2.98796916008,0.628538787365,101.593666077,15.5832432111,11.7854213715,0.224353149533,5592,2.27876210213,11.798625946,11.7535104752,0.167305395007,12.0290280162,0.165041334461,3990,11.8274927139,0.094469614327,2.19791483879,0.336567521095,2.21877241135
5,3.86849023926e-06,2.91235256195,0.57275557518,101.593666077,16.3364350223,11.7635383606,0.206236839294,5592,2.27876210213,11.798625946,11.7137393951,0.198926568031,13.0169229925,0.125916432439,3990,11.8444099426,0.0904737710953,2.12794184685,0.28895252943,2.21877241135
6,5.11881899001e-06,2.98152303696,0.506301879883,101.593666077,16.600748692,11.7753171921,0.148935094476,5592,2.27876210213,11.798625946,11.7458581924,0.181488618255,13.3711264152,0.113329214903,3990,11.8266849518,0.0859062969685,2.16909861565,0.301553040743,2.21877241135
7,6.77326488585e-06,3.06127715111,0.601297140121,101.593666077,16.3694072193,11.7768068314,0.202054858208,5592,2.27876210213,11.798625946,11.7342453003,0.179778754711,13.3580900384,0.150554447359,3990,11.8367357254,0.082390293479,2.21786284447,0.336446553469,2.21877241135
8,8.96244182513e-06,2.75719571114,0.436926096678,101.593666077,15.9850459954,11.7956361771,0.165667384863,5592,2.27876210213,11.798625946,11.7303628922,0.178069964051,12.9472536891,0.131197895398,3990,11.8419589996,0.0830929204822,2.20899653435,0.322024673223,2.21877241135
9,1.18591788123e-05,2.90058970451,0.63596445322,101.593666077,16.193028361,11.7807273865,0.177968040109,5592,2.27876210213,11.798625946,11.753663063,0.172865346074,12.8081064714,0.124533759426,3990,11.8212509155,0.108797214925,2.25597572327,0.336310625076,2.21877241135
10,1.56921669259e-05,2.95522975922,0.602947175503,101.593666077,16.438265494,11.736492157,0.223222509027,5592,2.27876210213,11.798625946,11.712272644,0.189166858792,13.4972796971,0.124726528868,3990,11.829990387,0.0788527205586,2.15667200089,0.294750064611,2.21877241135
11,2.07640077861e-05,2.8721203804,0.543053209782,101.593666077,16.1429411265,11.76628685,0.202240109444,5592,2.27876210213,11.798625946,11.7359056473,0.183909907937,12.762301689,0.129874632851,3990,11.8272981644,0.0848995521665,2.26012086868,0.33373233676,2.21877241135
12,2.74751109828e-05,2.85158324242,0.58532589674,101.593666077,16.2751820074,11.7064285278,0.20857873559,5592,2.27876210213,11.798625946,11.7523536682,0.176151588559,13.6633408839,0.12444168777,3990,11.8157567978,0.087494507432,2.22685050964,0.34814864397,2.21877241135
13,3.63553008356e-05,2.92233490944,0.486799150705,101.593666077,16.3459464589,11.7560453415,0.176716312766,5592,2.27876210213,11.798625946,11.7300748825,0.19466970861,13.4215163381,0.117143245586,3990,11.8222208023,0.0910422205925,2.14635229111,0.296087086201,2.21877241135
14,4.81056413264e-05,3.03785777092,0.589098930359,101.593666077,16.4204124402,11.6860055923,0.214425683022,5592,2.27876210213,11.798625946,11.7336521149,0.177303805947,13.3976754037,0.132554941947,3990,11.8162021637,0.0827743411064,2.20062971115,0.353537619114,2.21877241135
15,6.36537952232e-05,2.92035675049,0.543930411339,101.593666077,16.1239818347,11.8053817749,0.151050075889,5592,2.27876210213,11.798625946,11.7514619827,0.158893316984,13.3304990354,0.122813577816,3990,11.826338768,0.0883599445224,2.20259380341,0.306573778391,2.21877241135
16,8.42272420414e-05,2.8025829792,0.470680773258,101.593666077,16.1015772166,11.7352466583,0.190859302878,5592,2.27876210213,11.798625946,11.7400503159,0.21584521234,13.1593416277,0.104437313094,3990,11.809387207,0.0870701223612,2.21982336044,0.282637804747,2.21877241135
17,0.000111450201075,2.87229037285,0.550320506096,101.593666077,16.4995549774,11.8071842194,0.185583800077,5592,2.27876210213,11.798625946,11.7310152054,0.178859353065,13.3876392725,0.114216157463,3990,11.8327293396,0.0867145806551,2.1773712635,0.342811584473,2.21877241135
18,0.000147471859236,2.94029760361,0.522541165352,101.593666077,16.442605359,11.7816076279,0.205092310905,5592,2.27876210213,11.798625946,11.7490358353,0.175090655684,13.3045840694,0.118885366335,3990,11.8324365616,0.0911134853959,2.19619297981,0.346997529268,2.21877241135
19,0.000195136017282,2.83859682083,0.495801985264,101.593666077,16.4843196011,11.779343605,0.155183807015,5592,2.27876210213,11.798625946,11.7221622467,0.18042384088,13.2661283248,0.124328254726,3990,11.8215084076,0.0824475511909,2.18531966209,0.333439081907,2.21877241135
20,0.000258205633145,2.72116994858,0.460114270449,101.593666077,16.0492187735,11.767036438,0.179402068257,5592,2.27876210213,11.798625946,11.6980400085,0.195955008268,13.0327538252,0.117451083751,3990,11.8275279999,0.0930281281471,2.22686815262,0.322766304016,2.21877241135
21,0.000341659877449,2.81126260757,0.492166250944,101.593666077,16.4001792219,11.7552623749,0.174070209265,5592,2.27876210213,11.798625946,11.7158041,0.192291215062,13.7959949553,0.09684939609,3990,11.8161239624,0.076816663146,2.20950222015,0.308030039072,2.21877241135
22,0.000452087260783,2.83330655098,0.577826499939,101.593666077,16.0874338329,11.7752342224,0.170771420002,5592,2.27876210213,11.798625946,11.7205533981,0.17053771019,13.0988235149,0.145604912597,3990,11.8255167007,0.0844522118568,2.16443729401,0.356508672237,2.21877241135
23,0.000598205719143,3.19762420654,0.657295763493,101.593666077,16.1728443407,11.6617956161,0.205857381225,5592,2.27876210213,11.798625946,11.7195882797,0.200900048018,14.0610639002,0.148576866623,3990,11.8252773285,0.0765060409904,2.18095326424,0.356767326593,2.21877241135
24,0.00079155084677,2.9672896862,0.576855421066,101.593666077,16.3096596282,11.734044075,0.218487948179,5592,2.27876210213,11.798625946,11.7251977921,0.165174975991,14.1326910125,0.116845051824,3990,11.8167629242,0.0929731652141,2.25365400314,0.319221168756,2.21877241135
25,0.00104738678783,2.90010404587,0.611804783344,101.593666077,16.1929439514,11.7658109665,0.244280964136,5592,2.27876210213,11.798625946,11.753112793,0.188702017069,12.9682057491,0.129363429103,3990,11.8356790543,0.0803503990173,2.14675855637,0.308723181486,2.21877241135
26,0.001385911135,2.97459411621,0.617338359356,101.593666077,16.3652098866,11.7228860855,0.219729229808,5592,2.27876210213,11.798625946,11.7099027634,0.172147378325,13.5804818817,0.103933133719,3990,11.8231420517,0.0750486552715,2.22690010071,0.326306045055,2.21877241135
27,0.00183384947013,2.82753539085,0.604669749737,101.593666077,15.8121549985,11.759554863,0.194824784994,5592,2.27876210213,11.798625946,11.743719101,0.163396298885,12.7491798652,0.101531224536,3990,11.8278951645,0.0689982399344,2.16770076752,0.28785893321,2.21877241135
28,0.00242656515911,2.92450284958,0.568923473358,101.593666077,15.9970881203,11.8078670502,0.187546119094,5592,2.27876210213,11.798625946,11.7444381714,0.160913348198,13.0233083458,0.141641156926,3990,11.8298177719,0.0931752920151,2.14352011681,0.319466769695,2.21877241135
29,0.0032108516898,2.87035012245,0.518227994442,101.593666077,15.9401380741,11.7757129669,0.211710929871,5592,2.27876210213,11.798625946,11.7199373245,0.176236912608,13.0240418551,0.135046739993,3990,11.8359260559,0.0769038572907,2.19060587883,0.313544303179,2.21877241135
30,0.00424862606451,3.01112723351,0.688745558262,101.593666077,16.1461877138,11.7292833328,0.203527539968,5592,2.27876210213,11.798625946,11.7420711517,0.18402902782,13.2196954692,0.112690088216,3990,11.8253755569,0.0889617055655,2.18422937393,0.308243960142,2.21877241135
